0.000000000000000000e+00,1.836970198721029749e-17
2.083333333333333218e-02,1.836970198721029749e-17
4.166666666666666435e-02,-3.371675243649810037e-07
6.250000000000000000e-02,-6.530763846304382710e-06
8.333333333333332871e-02,-2.769073913891419180e-05
1.041666666666666574e-01,-6.977757922760430905e-05
1.250000000000000000e-01,-1.448585716554831647e-04
1.458333333333333148e-01,-2.684729011564924322e-04
1.666666666666666574e-01,-4.473245018520331036e-04
1.875000000000000000e-01,-6.966865117817231919e-04
2.083333333333333148e-01,-1.037163171201520642e-03
2.291666666666666574e-01,-1.469851572463546502e-03
2.500000000000000000e-01,-2.002995139772881239e-03
2.708333333333333148e-01,-2.664585188322791086e-03
2.916666666666666297e-01,-3.463208200057819007e-03
3.125000000000000000e-01,-4.397783417667011814e-03
3.333333333333333148e-01,-5.492908536926261603e-03
3.541666666666666297e-01,-6.768271119225749248e-03
3.750000000000000000e-01,-8.204047434615665407e-03
3.958333333333333148e-01,-9.776280454734789793e-03
4.166666666666666297e-01,-1.150136906235714809e-02
4.375000000000000000e-01,-1.340216756523357998e-02
4.583333333333333148e-01,-1.546142641941648972e-02
4.791666666666666297e-01,-1.765545489221398770e-02
5.000000000000000000e-01,-2.000069895224721936e-02
5.208333333333332593e-01,-2.252005422456444805e-02
5.416666666666666297e-01,-2.519629350923225167e-02
5.625000000000000000e-01,-2.800551530093797759e-02
5.833333333333332593e-01,-3.096090613854086959e-02
6.041666666666666297e-01,-3.407813879323876721e-02
6.250000000000000000e-01,-3.733225447636551869e-02
6.458333333333332593e-01,-4.069182969957729767e-02
6.666666666666666297e-01,-4.416557798635324661e-02
6.875000000000000000e-01,-4.776863447346194752e-02
7.083333333333332593e-01,-5.147593298838180204e-02
7.291666666666666297e-01,-5.525548391082230060e-02
7.500000000000000000e-01,-5.911004679696880981e-02
7.708333333333332593e-01,-6.304173840907721649e-02
7.916666666666666297e-01,-6.701146411122092805e-02
8.125000000000000000e-01,-7.097367919864516761e-02
8.333333333333332593e-01,-7.492313041602413626e-02
8.541666666666666297e-01,-7.886141684875269675e-02
8.750000000000000000e-01,-8.275740596274687444e-02
8.958333333333332593e-01,-8.658298823454069204e-02
9.166666666666666297e-01,-9.035133667866518392e-02
9.375000000000000000e-01,-9.408193553084730210e-02
9.583333333333332593e-01,-9.775383914498178561e-02
9.791666666666666297e-01,-1.013394486188844840e-01
1.000000000000000000e+00,-1.048512889291862427e-01
1.020833333333333259e+00,-1.083083360380110022e-01
1.041666666666666519e+00,-1.116921312097568647e-01
1.062500000000000000e+00,-1.149813438068990612e-01
1.083333333333333259e+00,-1.181951593298626729e-01
1.104166666666666519e+00,-1.213590902594891274e-01
1.125000000000000000e+00,-1.244599071514040228e-01
1.145833333333333259e+00,-1.274798892114099025e-01
1.166666666666666519e+00,-1.304416322917429927e-01
1.187500000000000000e+00,-1.333739998341319233e-01
1.208333333333333259e+00,-1.362663256223216601e-01
1.229166666666666519e+00,-1.391024900994313751e-01
1.250000000000000000e+00,-1.419065939849671332e-01
1.270833333333333259e+00,-1.447089600810070043e-01
1.291666666666666519e+00,-1.474993716545373312e-01
1.312500000000000000e+00,-1.502609205333584330e-01
